Location,Index Year,Breakdown,Characteristic,Rank,z_rate,z_oppshare,z_startup_den,norm_rate,norm_opp,norm_density,year_CPS,OppShare_New_Entrp,Rate_New_Entrp,startup_index,year_BDS,startup_density,Composition_of_New_Entrp,rank_last_y,rank_diff,index_last_y,index_diff,Location_name,Category,OppShare_New_Entrp_web,Rate_New_Entrp_web,location_category,index_diff_text,dataset
0,1997,Age,Ages 45-54,,,,,,,,1997,,0.00284,,,,0.2131,,,,,United States,National,,283.6272,the,.,national_demog
0,2016,Age,Ages 55-64,,,,,,,,2016,0.86232,0.00352,,,,0.2546,,,,,United States,National,8.6232,351.8526,the,.,national_demog
0,2000,Age,Ages 20-34,,,,,,,,2000,0.81496,0.00224,,,,0.2904,,,,,United States,National,8.1496,223.9696,the,.,national_demog
0,2000,Age,Ages 35-44,,,,,,,,2000,0.83117,0.00275,,,,0.2787,,,,,United States,National,8.3117,274.82001,the,.,national_demog
0,2003,Age,Ages 35-44,,,,,,,,2003,0.75414,0.00355,,,,0.2991,,,,,United States,National,7.5414,355.13779,the,.,national_demog
0,2012,Education,College Graduate,,,,,,,,2012,0.80186,0.00281,,,,0.283,,,,,United States,National,8.0186,280.80261,the,.,national_demog
0,1999,Veteran Status,Non-Veterans,,,,,,,,1999,0.81301,0.00265,,,,0.8882,,,,,United States,National,8.1301,264.86429,the,.,national_demog
0,2009,Age,Ages 55-64,,,,,,,,2009,0.86918,0.00396,,,,0.2274,,,,,United States,National,8.6918,396.32721,the,.,national_demog
0,2012,Veteran Status,Non-Veterans,,,,,,,,2012,0.75963,0.00302,,,,0.943,,,,,United States,National,7.5963,302.30411,the,.,national_demog
0,2002,Age,Ages 35-44,,,,,,,,2002,0.78689,0.00289,,,,0.2759,,,,,United States,National,7.8689,288.60449,the,.,national_demog
0,2000,Age,Ages 55-64,,,,,,,,2000,0.89869,0.00335,,,,0.1823,,,,,United States,National,8.9869,335.22589,the,.,national_demog
0,2010,Education,Some College,,,,,,,,2010,0.78068,0.0031,,,,0.2396,,,,,United States,National,7.8068,309.6467,the,.,national_demog
0,2001,Nativity,Native-Born,,,,,,,,2001,0.84409,0.00261,,,,0.8398,,,,,United States,National,8.4409,260.71381,the,.,national_demog
0,2005,Race,Other,,,,,,,,2005,,,,,,0.0252,,,,,United States,National,,,the,.,national_demog
0,2016,Education,Some College,,,,,,,,2016,0.82983,0.00312,,,,0.264,,,,,United States,National,8.2983,312.07361,the,.,national_demog
0,2001,Race,Asian,,,,,,,,2001,0.86219,0.00296,,,,0.0467,,,,,United States,National,8.6219,295.98129,the,.,national_demog
0,1996,Age,Ages 35-44,,,,,,,,1996,,0.00311,,,,0.2736,,,,,United States,National,,311.25909,the,.,national_demog
0,2007,Veteran Status,Veterans,,,,,,,,2007,0.73878,0.00351,,,,0.0868,,,,,United States,National,7.3878,351.20029,the,.,national_demog
0,2000,Race,Other,,,,,,,,2000,,,,,,0.0103,,,,,United States,National,,,the,.,national_demog
0,1997,Education,Less than High School,,,,,,,,1997,,0.0035,,,,0.17,,,,,United States,National,,349.91809,the,.,national_demog
0,2002,Nativity,Immigrant,,,,,,,,2002,0.85036,0.00361,,,,0.1793,,,,,United States,National,8.5036,360.62659,the,.,national_demog
0,2010,Education,High School Graduate,,,,,,,,2010,0.74439,0.00336,,,,0.2803,,,,,United States,National,7.4439,336.0018,the,.,national_demog
0,1998,Race,White,,,,,,,,1998,0.82779,0.00308,,,,0.7748,,,,,United States,National,8.2779,307.69269,the,.,national_demog
0,1996,Education,Some College,,,,,,,,1996,,0.00332,,,,0.2678,,,,,United States,National,,331.87329,the,.,national_demog
0,2008,Education,Less than High School,,,,,,,,2008,0.74161,0.0046,,,,0.1574,,,,,United States,National,7.4161,459.6409,the,.,national_demog
0,2004,Age,Ages 20-34,,,,,,,,2004,0.75565,0.0025,,,,0.2875,,,,,United States,National,7.5565,250.16431,the,.,national_demog
0,2003,Education,College Graduate,,,,,,,,2003,0.77585,0.00294,,,,0.2654,,,,,United States,National,7.7585,293.84589,the,.,national_demog
0,2007,Race,Other,,,,,,,,2007,,,,,,0.0139,,,,,United States,National,,,the,.,national_demog
0,2004,Veteran Status,Non-Veterans,,,,,,,,2004,0.77748,0.00299,,,,0.9152,,,,,United States,National,7.7748,299.13699,the,.,national_demog
0,2003,Veteran Status,Non-Veterans,,,,,,,,2003,0.79162,0.00296,,,,0.8961,,,,,United States,National,7.9162,296.0661,the,.,national_demog
0,1997,Veteran Status,Non-Veterans,,,,,,,,1997,,0.00275,,,,0.8793,,,,,United States,National,,274.6087,the,.,national_demog
0,2005,Education,Some College,,,,,,,,2005,0.78665,0.0031,,,,0.2805,,,,,United States,National,7.8665,309.6463,the,.,national_demog
0,2004,Race,Black,,,,,,,,2004,0.68271,0.00216,,,,0.0856,,,,,United States,National,6.8271,215.66431,the,.,national_demog
0,1999,Age,Ages 45-54,,,,,,,,1999,0.80993,0.00276,,,,0.2255,,,,,United States,National,8.0993,275.74719,the,.,national_demog
0,2011,Education,College Graduate,,,,,,,,2011,0.79706,0.00292,,,,0.2754,,,,,United States,National,7.9706,292.4151,the,.,national_demog
0,2005,Race,Black,,,,,,,,2005,0.6894,0.00234,,,,0.0985,,,,,United States,National,6.894,234.4395,the,.,national_demog
0,2002,Race,Other,,,,,,,,2002,,,,,,0.0131,,,,,United States,National,,,the,.,national_demog
0,1980,,,,,,2.63731,,,,,,,,1980,125.2,,,,,,United States,National,,,the,.,National_Profile
0,1998,Gender,Male,,,,,,,,1998,0.754,0.00325,,,,0.5355,,,,,United States,National,7.54,324.94141,the,.,national_demog
0,1990,,,,,,1.38256,,,,,,,,1990,110.67,,,,,,United States,National,,,the,.,National_Profile
0,2003,Race,White,,,,,,,,2003,0.80491,0.00295,,,,0.6757,,,,,United States,National,8.0491,295.0827,the,.,national_demog
0,1998,Veteran Status,Non-Veterans,,,,,,,,1998,0.80833,0.00289,,,,0.905,,,,,United States,National,8.0833,289.30161,the,.,national_demog
0,1996,Race,Other,,,,,,,,1996,,,,,,0.0102,,,,,United States,National,,,the,.,national_demog
0,2002,Race,Asian,,,,,,,,2002,0.86583,0.00256,,,,0.0396,,,,,United States,National,8.6583,256.16711,the,.,national_demog
0,2014,Nativity,Immigrant,,,,,,,,2014,0.78542,0.00524,,,,0.2854,,,,,United States,National,7.8542,524.03821,the,.,national_demog
0,2009,Education,High School Graduate,,,,,,,,2009,0.76051,0.00377,,,,0.3146,,,,,United States,National,7.6051,377.06329,the,.,national_demog
0,2006,Nativity,Native-Born,,,,,,,,2006,0.79405,0.00282,,,,0.7993,,,,,United States,National,7.9405,282.09131,the,.,national_demog
0,2016,Veteran Status,Non-Veterans,,,,,,,,2016,0.83495,0.0031,,,,0.9584,,,,,United States,National,8.3495,309.87341,the,.,national_demog
0,2004,Race,Asian,,,,,,,,2004,0.78627,0.00282,,,,0.0438,,,,,United States,National,7.8627,282.16861,the,.,national_demog
0,1997,Race,Black,,,,,,,,1997,,0.00191,,,,0.0849,,,,,United States,National,,190.67751,the,.,national_demog
0,2001,Race,Other,,,,,,,,2001,,,,,,0.0101,,,,,United States,National,,,the,.,national_demog
0,2009,Age,Ages 45-54,,,,,,,,2009,0.79099,0.00361,,,,0.2603,,,,,United States,National,7.9099,360.81241,the,.,national_demog
0,2002,Race,Latino,,,,,,,,2002,0.82884,0.00296,,,,0.1186,,,,,United States,National,8.2884,296.10971,the,.,national_demog
0,1998,Race,Black,,,,,,,,1998,0.67163,0.00183,,,,0.0798,,,,,United States,National,6.7163,183.0815,the,.,national_demog
0,2001,Gender,Female,,,,,,,,2001,0.91004,0.00227,,,,0.4473,,,,,United States,National,9.1004,227.07269,the,.,national_demog
0,2012,Nativity,Immigrant,,,,,,,,2012,0.74558,0.00492,,,,0.2714,,,,,United States,National,7.4558,492.4068,the,.,national_demog
0,2012,Race,White,,,,,,,,2012,0.7703,0.00293,,,,0.6242,,,,,United States,National,7.703,292.88062,the,.,national_demog
0,1997,Race,Other,,,,,,,,1997,,,,,,0.0112,,,,,United States,National,,,the,.,national_demog
0,2003,Education,Some College,,,,,,,,2003,0.80557,0.00316,,,,0.2635,,,,,United States,National,8.0557,315.79831,the,.,national_demog
0,2015,Age,Ages 55-64,,,,,,,,2015,0.83798,0.00371,,,,0.243,,,,,United States,National,8.3798,370.79279,the,.,national_demog
0,2004,Age,Ages 55-64,,,,,,,,2004,0.86145,0.00372,,,,0.2082,,,,,United States,National,8.6145,372.3378,the,.,national_demog
0,2010,Veteran Status,Veterans,,,,,,,,2010,0.75996,0.00271,,,,0.0535,,,,,United States,National,7.5996,271.01151,the,.,national_demog
0,2001,Gender,Male,,,,,,,,2001,0.79472,0.00313,,,,0.5527,,,,,United States,National,7.9472,313.32529,the,.,national_demog
0,2011,Race,Asian,,,,,,,,2011,0.86452,0.00316,,,,0.0527,,,,,United States,National,8.6452,316.30319,the,.,national_demog
0,2014,Education,Less than High School,,,,,,,,2014,0.7357,0.00483,,,,0.1508,,,,,United States,National,7.357,482.97751,the,.,national_demog
0,2004,Education,College Graduate,,,,,,,,2004,0.77764,0.00329,,,,0.3078,,,,,United States,National,7.7764,329.1192,the,.,national_demog
0,1996,Education,College Graduate,,,,,,,,1996,,0.00308,,,,0.2372,,,,,United States,National,,307.70831,the,.,national_demog
0,2008,Nativity,Immigrant,,,,,,,,2008,0.82395,0.00521,,,,0.2615,,,,,United States,National,8.2395,521.30872,the,.,national_demog
0,2004,Education,Less than High School,,,,,,,,2004,0.75335,0.00392,,,,0.1533,,,,,United States,National,7.5335,392.22421,the,.,national_demog
0,2004,Education,Some College,,,,,,,,2004,0.79111,0.00297,,,,0.2556,,,,,United States,National,7.9111,297.19241,the,.,national_demog
0,2000,Education,Less than High School,,,,,,,,2000,0.75906,0.00345,,,,0.1558,,,,,United States,National,7.5906,345.4566,the,.,national_demog
0,2006,Race,Black,,,,,,,,2006,0.70503,0.00238,,,,0.0961,,,,,United States,National,7.0503,237.9901,the,.,national_demog
0,2014,Age,Ages 45-54,,,,,,,,2014,0.77625,0.00362,,,,0.2656,,,,,United States,National,7.7625,361.96579,the,.,national_demog
0,2000,Race,Asian,,,,,,,,2000,0.86853,0.00223,,,,0.0336,,,,,United States,National,8.6853,222.562,the,.,national_demog
0,2005,Veteran Status,Veterans,,,,,,,,2005,0.76988,0.00327,,,,0.0924,,,,,United States,National,7.6988,327.17639,the,.,national_demog
0,2009,Veteran Status,Non-Veterans,,,,,,,,2009,0.78296,0.00338,,,,0.9381,,,,,United States,National,7.8296,338.4537,the,.,national_demog
0,1997,Education,College Graduate,,,,,,,,1997,,0.00263,,,,0.2344,,,,,United States,National,,262.98651,the,.,national_demog
0,1999,Gender,Male,,,,,,,,1999,0.76997,0.00319,,,,0.5589,,,,,United States,National,7.6997,319.17099,the,.,national_demog
0,2010,Race,Asian,,,,,,,,2010,0.88632,0.00375,,,,0.0582,,,,,United States,National,8.8632,374.51181,the,.,national_demog
0,1996,Nativity,Immigrant,,,,,,,,1996,,0.00361,,,,0.1329,,,,,United States,National,,360.73721,the,.,national_demog
0,2004,Race,Other,,,,,,,,2004,,,,,,0.0217,,,,,United States,National,,,the,.,national_demog
0,1983,,,,,,1.97927,,,,,,,,1983,117.58,,,,,,United States,National,,,the,.,National_Profile
0,2009,Education,Some College,,,,,,,,2009,0.79761,0.00297,,,,0.2304,,,,,United States,National,7.9761,297.27219,the,.,national_demog
0,2007,Education,Less than High School,,,,,,,,2007,0.76703,0.00425,,,,0.1554,,,,,United States,National,7.6703,424.7363,the,.,national_demog
0,2007,Gender,Female,,,,,,,,2007,0.88305,0.00207,,,,0.3628,,,,,United States,National,8.8305,207.0706,the,.,national_demog
0,2011,Age,Ages 45-54,,,,,,,,2011,0.73535,0.00374,,,,0.2765,,,,,United States,National,7.3535,373.90909,the,.,national_demog
0,2012,Age,Ages 55-64,,,,,,,,2012,0.80924,0.00337,,,,0.2338,,,,,United States,National,8.0924,337.4837,the,.,national_demog
0,1998,Age,Ages 20-34,,,,,,,,1998,0.77777,0.00256,,,,0.3266,,,,,United States,National,7.7777,256.4274,the,.,national_demog
0,1996,Race,Latino,,,,,,,,1996,,0.00319,,,,0.1001,,,,,United States,National,,319.28229,the,.,national_demog
0,2012,Gender,Female,,,,,,,,2012,0.84946,0.0023,,,,0.3999,,,,,United States,National,8.4946,229.9333,the,.,national_demog
0,2016,,,,0.45872,1.78212,-0.79793,57.14286,98.5703,23.87965,2016,0.8625,0.0031,0.48,2016,85.42,,,,0.47,0.01,United States,National,8.625,310,the,basically no changes ,National_Profile
0,1999,Age,Ages 35-44,,,,,,,,1999,0.80899,0.00272,,,,0.2817,,,,,United States,National,8.0899,272.16769,the,.,national_demog
0,2015,Education,College Graduate,,,,,,,,2015,0.84765,0.00333,,,,0.3267,,,,,United States,National,8.4765,333.11581,the,.,national_demog
0,2009,Age,Ages 35-44,,,,,,,,2009,0.74521,0.00396,,,,0.2658,,,,,United States,National,7.4521,396.2337,the,.,national_demog
0,1995,,,,,,1.41969,,,,,,,,1995,111.1,,,,,,United States,National,,,the,.,National_Profile
0,2008,Education,College Graduate,,,,,,,,2008,0.85708,0.00302,,,,0.2841,,,,,United States,National,8.5708,301.7785,the,.,national_demog
0,1999,Nativity,Native-Born,,,,,,,,1999,0.82009,0.00261,,,,0.8482,,,,,United States,National,8.2009,261.09229,the,.,national_demog
0,2010,Age,Ages 35-44,,,,,,,,2010,0.73013,0.00399,,,,0.2596,,,,,United States,National,7.3013,398.80539,the,.,national_demog
0,2006,Veteran Status,Non-Veterans,,,,,,,,2006,0.80086,0.00293,,,,0.9081,,,,,United States,National,8.0086,293.25781,the,.,national_demog
0,2003,Race,Asian,,,,,,,,2003,0.80447,0.00293,,,,0.0445,,,,,United States,National,8.0447,292.73209,the,.,national_demog
0,1997,Veteran Status,Veterans,,,,,,,,1997,,0.00318,,,,0.1207,,,,,United States,National,,318.31229,the,.,national_demog
0,2004,Veteran Status,Veterans,,,,,,,,2004,0.74916,0.0031,,,,0.0848,,,,,United States,National,7.4916,309.5195,the,.,national_demog
0,2013,Education,High School Graduate,,,,,,,,2013,0.76608,0.00279,,,,0.2675,,,,,United States,National,7.6608,279.0141,the,.,national_demog
0,2003,Race,Black,,,,,,,,2003,0.69668,0.00229,,,,0.0909,,,,,United States,National,6.9668,229.03481,the,.,national_demog
0,2007,Race,White,,,,,,,,2007,0.81076,0.00295,,,,0.6639,,,,,United States,National,8.1076,295.3042,the,.,national_demog
0,2008,Race,Latino,,,,,,,,2008,0.79676,0.00459,,,,0.1962,,,,,United States,National,7.9676,459.12119,the,.,national_demog
0,2008,Veteran Status,Veterans,,,,,,,,2008,0.7527,0.00353,,,,0.0801,,,,,United States,National,7.527,353.3754,the,.,national_demog
0,2011,,,,0.91743,-1.61173,-1.17098,71.42857,2.06513,10.34157,2011,0.741,0.0032,-0.62,2011,81.1,,,,-0.41,-0.21,United States,National,7.41,320,the,basically no changes ,National_Profile
0,2012,Race,Other,,,,,,,,2012,,,,,,0.0321,,,,,United States,National,,,the,.,national_demog
0,2015,Age,Ages 20-34,,,,,,,,2015,0.76874,0.00241,,,,0.2495,,,,,United States,National,7.6874,240.66991,the,.,national_demog
0,2004,Education,High School Graduate,,,,,,,,2004,0.77742,0.00287,,,,0.2834,,,,,United States,National,7.7742,287.03189,the,.,national_demog
0,2007,Age,Ages 35-44,,,,,,,,2007,0.78733,0.00333,,,,0.2606,,,,,United States,National,7.8733,333.00089,the,.,national_demog
0,2011,Age,Ages 55-64,,,,,,,,2011,0.81963,0.00328,,,,0.209,,,,,United States,National,8.1963,327.6546,the,.,national_demog
0,2009,Nativity,Immigrant,,,,,,,,2009,0.76747,0.00514,,,,0.2427,,,,,United States,National,7.6747,513.96008,the,.,national_demog
0,2016,Age,Ages 45-54,,,,,,,,2016,0.83237,0.00361,,,,0.2613,,,,,United States,National,8.3237,361.3486,the,.,national_demog
0,2003,Nativity,Immigrant,,,,,,,,2003,0.79981,0.00376,,,,0.1866,,,,,United States,National,7.9981,375.79129,the,.,national_demog
0,1984,,,,,,3.15112,,,,,,,,1984,131.14999,,,,,,United States,National,,,the,.,National_Profile
0,2012,Age,Ages 45-54,,,,,,,,2012,0.74026,0.00337,,,,0.2627,,,,,United States,National,7.4026,337.3103,the,.,national_demog
0,2013,Age,Ages 45-54,,,,,,,,2013,0.76559,0.00359,,,,0.2995,,,,,United States,National,7.6559,358.7395,the,.,national_demog
0,2003,,,,0,-0.77654,0.53972,42.85714,25.81414,72.42245,2003,0.7709,0.003,-0.08,2003,100.91,,,,-0.4,0.32,United States,National,7.709,300,the,a slight increase,National_Profile
0,2010,Race,Other,,,,,,,,2010,,,,,,0.0193,,,,,United States,National,,,the,.,national_demog
0,1997,Age,Ages 35-44,,,,,,,,1997,,0.00271,,,,0.2714,,,,,United States,National,,271.48669,the,.,national_demog
0,2004,Race,Latino,,,,,,,,2004,0.76001,0.00336,,,,0.1399,,,,,United States,National,7.6001,335.75439,the,.,national_demog
0,2007,Race,Asian,,,,,,,,2007,0.86829,0.00327,,,,0.0548,,,,,United States,National,8.6829,327.3887,the,.,national_demog
0,2016,Race,Other,,,,,,,,2016,,,,,,0.0346,,,,,United States,National,,,the,.,national_demog
0,2013,Education,College Graduate,,,,,,,,2013,0.80596,0.00276,,,,0.3078,,,,,United States,National,8.0596,275.62921,the,.,national_demog
0,2010,Age,Ages 20-34,,,,,,,,2010,0.71774,0.00255,,,,0.2598,,,,,United States,National,7.1774,255.05701,the,.,national_demog
0,2016,Age,Ages 20-34,,,,,,,,2016,0.79989,0.00216,,,,0.2437,,,,,United States,National,7.9989,216.3318,the,.,national_demog
0,2003,Gender,Female,,,,,,,,2003,0.86802,0.00228,,,,0.3983,,,,,United States,National,8.6802,228.0484,the,.,national_demog
0,1998,Age,Ages 55-64,,,,,,,,1998,0.87433,0.0033,,,,0.163,,,,,United States,National,8.7433,330.44049,the,.,national_demog
0,1996,Age,Ages 45-54,,,,,,,,1996,,0.00365,,,,0.2355,,,,,United States,National,,364.54681,the,.,national_demog
0,2013,Gender,Male,,,,,,,,2013,0.72368,0.00341,,,,0.5873,,,,,United States,National,7.2368,341.172,the,.,national_demog
0,1999,Race,Asian,,,,,,,,1999,0.82808,0.0024,,,,0.0359,,,,,United States,National,8.2808,239.83189,the,.,national_demog
0,2009,Race,Asian,,,,,,,,2009,0.87742,0.00309,,,,0.0464,,,,,United States,National,8.7742,309.23819,the,.,national_demog
0,2005,Age,Ages 35-44,,,,,,,,2005,0.74965,0.00299,,,,0.2573,,,,,United States,National,7.4965,299.17529,the,.,national_demog
0,1994,,,,,,1.31002,,,,,,,,1994,109.83,,,,,,United States,National,,,the,.,National_Profile
0,2010,Education,Less than High School,,,,,,,,2010,0.67406,0.00594,,,,0.1845,,,,,United States,National,6.7406,594.172,the,.,national_demog
0,2014,Education,Some College,,,,,,,,2014,0.78704,0.00265,,,,0.2249,,,,,United States,National,7.8704,265.1438,the,.,national_demog
0,2009,Education,Less than High School,,,,,,,,2009,0.69789,0.00493,,,,0.1564,,,,,United States,National,6.9789,493.0437,the,.,national_demog
0,2001,Age,Ages 20-34,,,,,,,,2001,0.83169,0.00226,,,,0.2932,,,,,United States,National,8.3169,225.92931,the,.,national_demog
0,2007,Education,High School Graduate,,,,,,,,2007,0.78549,0.00304,,,,0.2881,,,,,United States,National,7.8549,303.9462,the,.,national_demog
0,2005,Nativity,Immigrant,,,,,,,,2005,0.76867,0.00332,,,,0.178,,,,,United States,National,7.6867,332.26321,the,.,national_demog
0,2005,,,,-0.91743,-0.22346,0.97237,14.28572,41.54091,88.12284,2005,0.7907,0.0028,-0.06,2005,105.92,,,,0.2,-0.26,United States,National,7.907,280,the,a slight decrease,National_Profile
0,2013,Race,Latino,,,,,,,,2013,0.73791,0.00384,,,,0.2038,,,,,United States,National,7.3791,384.1994,the,.,national_demog
0,2007,Age,Ages 20-34,,,,,,,,2007,0.7729,0.0024,,,,0.2721,,,,,United States,National,7.729,239.5592,the,.,national_demog
0,2016,Education,High School Graduate,,,,,,,,2016,0.80622,0.00317,,,,0.2663,,,,,United States,National,8.0622,317.00671,the,.,national_demog
0,2007,Nativity,Native-Born,,,,,,,,2007,0.79471,0.00269,,,,0.7537,,,,,United States,National,7.9471,268.92419,the,.,national_demog
0,2009,Veteran Status,Veterans,,,,,,,,2009,0.78005,0.003,,,,0.0619,,,,,United States,National,7.8005,300.18991,the,.,national_demog
0,2011,Gender,Female,,,,,,,,2011,0.84138,0.00232,,,,0.3772,,,,,United States,National,8.4138,231.5107,the,.,national_demog
0,2013,Veteran Status,Non-Veterans,,,,,,,,2013,0.77318,0.0028,,,,0.9519,,,,,United States,National,7.7318,279.57629,the,.,national_demog
0,2013,Race,Black,,,,,,,,2013,0.71592,0.00191,,,,0.0882,,,,,United States,National,7.1592,190.5668,the,.,national_demog
0,2000,Gender,Female,,,,,,,,2000,0.89509,0.0021,,,,0.4087,,,,,United States,National,8.9509,209.7258,the,.,national_demog
0,2012,Education,Less than High School,,,,,,,,2012,0.6996,0.00522,,,,0.1713,,,,,United States,National,6.996,521.7868,the,.,national_demog
0,2014,Race,Other,,,,,,,,2014,,,,,,0.0274,,,,,United States,National,,,the,.,national_demog
0,2005,Age,Ages 55-64,,,,,,,,2005,0.86073,0.00331,,,,0.2022,,,,,United States,National,8.6073,330.94019,the,.,national_demog
0,2000,Gender,Male,,,,,,,,2000,0.79296,0.00341,,,,0.5913,,,,,United States,National,7.9296,340.50461,the,.,national_demog
0,1999,Education,High School Graduate,,,,,,,,1999,0.81664,0.00286,,,,0.3376,,,,,United States,National,8.1664,286.33081,the,.,national_demog
0,2002,Gender,Female,,,,,,,,2002,0.89652,0.00218,,,,0.4136,,,,,United States,National,8.9652,217.8819,the,.,national_demog
0,1997,,,,-0.91743,-0.09218,1.27288,14.28572,45.27403,99.02853,1997,0.7954,0.0028,0.09,1997,109.4,,,,0.85,-0.76,United States,National,7.954,280,the,a slight decrease,National_Profile
